source,target,relation,source_name,target_name
7404,7405,Tag,"<0xA8018000, 0xA801BFFF>",SYNTH_S
7406,7407,Tag,"<0xA801C000, 0xA801FFFF>",PROTIMER_S
7408,7409,Tag,"<0xA8020000, 0xA8023FFF>",RAC_S
7410,7411,Tag,"<0xA8024000, 0xA8027FFF>",RFSCRATCHPAD_S
7412,7413,Tag,"<0xA802C000, 0xA802FFFF>",RFMAILBOX_S
7414,7415,Tag,"<0xA8030000, 0xA8033FFF>",RFECA0_S
7416,7417,Tag,"<0xA8034000, 0xA8037FFF>",RFECA1_S
7418,7419,Tag,"<0xA8038000, 0xA803BFFF>",ECAIFADC_S
7420,7421,Tag,"<AA000000, 0xAA003FFF>",BUFC_S
7422,7423,Tag,"<0x50000000, 0x50003FFF>",SCRATCHPAD_NS
7424,7425,Tag,"<0x50004000, 0x50007FFF>",EMU_NS
7426,7427,Tag,"<0x50008000, 0x5000BFFF>",CMU_NS
7428,7429,Tag,"<0x5000C000, 0x5000FFFF>",BURTC_NS
7430,7431,Tag,"<0x50010000, 0x50013FFF>",HFRCO0_NS
7432,7433,Tag,"<0x50018000, 0x5001BFFF>",FSRCO0_NS
7434,7435,Tag,"<0x5001C000, 0x5001FFFF>",DPLL0_NS
7436,7437,Tag,"<0x50020000, 0x50023FFF>",LFXO_NS
7438,7439,Tag,"<0x50024000, 0x50027FFF>",LFRCO_NS
7440,7441,Tag,"<0x50028000, 0x5002BFFF>",ULFRCO_NS
7442,7443,Tag,"<0x50030000, 0x50033FFF>",MSC_NS
7444,7445,Tag,"<0x50034000, 0x50037FFF>",ICACHE0_NS
7446,7447,Tag,"<0x50038000, 0x5003BFFF>",PRS_NS
7448,7449,Tag,"<0x5003C000, 0x5003FFFF>",GPIO_NS
7450,7451,Tag,"<0x50040000, 0x50043FFF>",LDMA_NS
7452,7453,Tag,"<0x50044000, 0x50047FFF>",LDMAXBAR_NS
7454,7455,Tag,"<0x50048000, 0x5004BFFF>",TIMER0_NS
7456,7457,Tag,"<0x5004C000, 0x5004FFFF>",TIMER1_NS
7458,7459,Tag,"<0x50050000, 0x50053FFF>",TIMER2_NS
7460,7461,Tag,"<0x50054000, 0x50057FFF>",TIMER3_NS
7462,7463,Tag,"<0x50058000, 0x5005BFFF>",TIMER4_NS
7457,2197,tag,TIMER1_NS,0x5004C000
7457,7464,tag,TIMER1_NS,0x5004FFFF
7465,7466,is tagged as,EUSART1_NS,"<0x5008C000, 0x5008FFFF>"
7467,7468,is tagged as,EUSART2_NS,"<0x50090000, 0x50093FFF>"
7469,7470,is tagged as,EUSART3_NS,"<0x50094000, 0x50097FFF>"
7471,7472,is tagged as,DCDC_NS,"<0x50098000, 0x5009BFFF>"
7473,7474,is tagged as,HOSTMAILBOX_NS,"<0x5009C000, 0x5009FFFF>"
7475,7476,is tagged as,USART0_NS,"<0x500A0000, 0x500A3FFF>"
7477,7478,is tagged as,USART1_NS,"<0x500A4000, 0x500A7FFF>"
7479,7480,is tagged as,USART2_NS,"<0x500A8000, 0x500ABFFF>"
7481,7482,is tagged as,SYSRTC0_NS,"<0x500AC000, 0x500AFFFF>"
7483,7484,is tagged as,I2C1_NS,"<0x500B0000, 0x500B3FFF>"
7485,7486,is tagged as,I2C2_NS,"<0x500B4000, 0x500B7FFF>"
7487,7480,is tagged as,I2C3_NS,"<0x500A8000, 0x500ABFFF>"
7488,7489,is tagged as,LCD_NS,"<0x500BC000, 0x500BFFFF>"
7490,7491,is tagged as,LCDRF_NS,"<0x500C0000, 0x500C3FFF>"
7492,7493,is tagged as,RADIOAES_NS,"<0x54000000, 0x540007FF>"
7494,7495,is tagged as,SMU_NS,"<0x54008000, 0x5400BFFF>"
7496,7497,is tagged as,SMU_NS_CFGNS,"<0x5400C000, 0x5400FFFF>"
7498,7499,is tagged as,LETIMER_NS,"<0x59000000, 0x59003FFF>"
7500,7501,is tagged as,IADC0_NS,"<0x59004000, 0x59007FFF>"
7502,7503,is tagged as,ACMP0_NS,"<0x59008000, 0x5900BFFF>"
7497,7496,Tag,"<0x5400C000, 0x5400FFFF>",SMU_NS_CFGNS
7499,7498,Tag,"<0x59000000, 0x59003FFF>",LETIMER_NS
7501,7500,Tag,"<0x59004000, 0x59007FFF>",IADC0_NS
7503,7502,Tag,"<0x59008000, 0x5900BFFF>",ACMP0_NS
7504,7505,Tag,"<0x5900C000, 0x5900FFFF>",ACMP1_NS
7506,7507,Tag,"<0x59020000, 0x59023FFF>",AMUXCP0_NS
7508,7509,Tag,"<0x59024000, 0x59027FFF>",VDAC0_NS
7510,7511,Tag,"<0x59028000, 0x5902BFFF>",VDAC1_NS
7512,7513,Tag,"<0x59030000, 0x59033FFF>",PCNT0_NS
7514,7515,Tag,"<0x5A000000, 0x5A003FFF>",HFRCOEM23_NS
7516,7517,Tag,"<0x5A004000, 0x5A007FFF>",HFXO0_NS
7518,7519,Tag,"<0x5B000000, 0x5B003FFF>",I2C0_NS
7520,7521,Tag,"<0x5B004000, 0x5B007FFF>",WDOG0_NS
7522,7523,Tag,"<0x5B008000, 0x5B00BFFF>",WDOG1_NS
7524,7525,Tag,"<0x5B010000, 0x5B013FFF>",EUSART0_NS
7526,7527,Tag,"<0x5C000000, 0x5C00007F>",SEMAILBOX_NS
7528,7529,Tag,"<0x5D000000, 0x5D003FFF>",MVP_NS
7530,7531,Tag,"<0xB8004000, 0xB8007FFF>",FRC_NS
7532,7533,Tag,"<0xB800C000, 0xB800FFFF>",AGC_NS
7534,7535,Tag,"<0xB8010000, 0xB8013FFF>",RFCRC_NS
7536,7537,Tag,"<0xB8014000, 0xB8017FFF>",MODEM_NS
7538,7539,Tag,"<0xB8018000, 0xB801BFFF>",SYNTH_NS
7540,7541,Tag,"<0xB801C000, 0xB801FFFF>",PROTIMER_NS
7542,7543,Tag,"<0xB8020000, 0xB8023FFF>",RAC_NS
7544,7545,Tag,"<0xB8024000, 0xB8027FFF>",RFSCRATCHPAD_NS
7546,7547,Tag,"<0xB802C000, 0xB802FFFF>",RFMAILBOX_NS
7548,7549,Tag,"<0xB8030000, 0xB8033FFF>",RFECA0_NS
7550,7551,Tag,"<0xB8034000, 0xB8037FFF>",RFECA1_NS
7552,7553,Tag,"<0xB8038000, 0xB803BFFF>",ECAIFADC_NS
7554,7555,Tag,"<BA000000, 0xBA003FFF>",BUFC_NS
7556,233,Tag,"<0xE0000000, 0xE0000FFF>",ITM
7557,7558,Tag,"<0x0FE00000, 0x0FE00009>",FLASH_USER_DATA
7559,580,size,seqram,0x4000
7187,848,size,frcram,0x1000
7560,848,size,pkram,0x1000
7561,37,address,bitclear,0x2000
7561,7183,mode,bitclear,BitAccessMode.Clear
18,7562,value,systickFrequency,38400000
7561,7182,is,bitclear,Miscellaneous.BitAccess
7563,7182,is,bitset,Miscellaneous.BitAccess
3185,7564,has,i2c0,I2C.EFR32_I2CController
3185,603,is connected to,i2c0,nvic@27
7213,7565,has,ldma,DMA.EFR32xG22_LDMA
7213,596,is connected to,ldma,nvic@21
1709,7566,sysbus,usart0,0x4005C000
1709,7084,sysbus,usart0,+0x4000
1709,7567,sysbus,usart0,0x5005C000
1709,7562,clockFrequency,usart0,38400000
1709,1576,ReceiveIRQ,usart0,nvic@13
1709,1580,TransmitIRQ,usart0,nvic@14
1709,7568,RxDataAvailableRequest,usart0,ldma@0x0040
1709,7569,RxDataAvailableSingleRequest,usart0,ldma@0x1040
1709,7570,RxDataAvailableGpioSignal,usart0,gpioPort@0x1201
1709,7571,TxBufferLowRequest,usart0,ldma@0x0042
1709,7572,TxBufferLowSingleRequest,usart0,ldma@0x1042
1709,7573,TxEmptyRequest,usart0,ldma@0x0044
1087,7574,sysbus,usart1,0x40060000
1087,7084,sysbus,usart1,+0x4000
1087,7575,sysbus,usart1,0x50060000
1087,7562,clockFrequency,usart1,38400000
1087,1631,ReceiveIRQ,usart1,nvic@15
1087,1634,TransmitIRQ,usart1,nvic@16
1087,7576,RxDataAvailableRequest,usart1,ldma@0x0050
1087,7577,RxDataAvailableSingleRequest,usart1,ldma@0x1050
1087,7578,RxDataAvailableGpioSignal,usart1,gpioPort@0x1202
1087,7579,TxBufferLowRequest,usart1,ldma@0x0052
1087,7580,TxBufferLowSingleRequest,usart1,ldma@0x1052
1087,7581,TxEmptyRequest,usart1,ldma@0x0054
7582,1642,sysbus,msc,0x40030000
7582,580,sysbus,msc,0x4000
7582,7583,sysbus,msc,0x50030000
41,2217,IRQ,cpu,nvic@49
41,576,flashSize,cpu,0x80000
7002,1713,sysbus,gpioPort,0x4003C000
7002,580,sysbus,gpioPort,0x4000
7002,7584,sysbus,gpioPort,0x5003C000
7002,599,OddIRQ,gpioPort,nvic@25
7002,602,EvenIRQ,gpioPort,nvic@26
492,7191,sysbus,timer0,0x40048000
492,580,sysbus,timer0,0x4000
492,7192,sysbus,timer0,0x50048000
492,7562,frequency,timer0,38400000
492,5,width,timer0,16
492,1559,->,timer0,nvic@7
1160,2196,sysbus,timer1,0x4004C000
1160,580,sysbus,timer1,0x4000
1160,2197,sysbus,timer1,0x5004C000
1160,7562,frequency,timer1,38400000
1160,5,width,timer1,16
1160,1562,->,timer1,nvic@8
1100,7562,frequency,timer2,38400000
1100,5,width,timer2,16
1100,1392,address,timer2,0x40050000
1100,7585,address,timer2,0x50050000
1103,7562,frequency,timer3,38400000
1103,5,width,timer3,16
1103,1566,address,timer3,0x40054000
1103,7586,address,timer3,0x50054000
1106,7562,frequency,timer4,38400000
1106,5,width,timer4,16
1106,2259,address,timer4,0x40058000
1106,2260,address,timer4,0x50058000
7218,7587,frequency,wtimer0,16777216
7218,7588,address,wtimer0,0x4A018000
7218,7589,address,wtimer0,0x5A018000
1100,1564,->,timer2,nvic@9
1103,1567,->,timer3,nvic@10
1106,1570,->,timer4,nvic@11
7218,1111,->,wtimer0,nvic@43
6952,7590,deviceFamily,deviceInformation,DeviceFamily.EFR32MG24
7233,332,sysbus,cmu,0x40008000
7233,7591,sysbus,cmu,0x50008000
7592,2000,sysbus,hfrco0,0x40010000
7592,4427,sysbus,hfrco0,0x50010000
7592,7084,sysbus,hfrco0,+0x4000
7237,411,sysbus,hfxo,0x4000C000
7237,7084,sysbus,hfxo,+0x4000
7237,7593,sysbus,hfxo,0x5000C000
7237,15,startupDelayTicks,hfxo,3
7237,3951,IRQ,hfxo,nvic@44
7248,1657,sysbus,emu,0x40004000
7248,7084,sysbus,emu,+0x4000
7248,4429,sysbus,emu,0x50004000
7594,7595,sysbus,smu,0x44008000
7594,580,sysbus,smu,0x4000
7594,7596,sysbus,smu,0x54008000
7594,3127,SecureIRQ,smu,nvic@3
7594,5503,SecurePriviledgedIRQ,smu,nvic@4
7594,1932,NonSecurePriviledgedIRQ,smu,nvic@5
1816,7597,sysbus,syscfg,"<0x4007C000, +0x4000>"
1816,7598,sysbus,syscfg,"<0x5007C000, +0x4000>"
7259,7599,sysbus,radioaes,"<0x44000000, +0x7FF>"
7259,7600,sysbus,radioaes,"<0x54000000, +0x7FF>"
7259,4539,IRQ,radioaes,nvic@47
7601,7602,sysbus,cryptoacc_rngctrl,0x4C021000
7601,7603,sysbus,cryptoacc_rngctrl,0x5C021000
7601,7604,sysbus,cryptoacc_rngctrl,0x4C024000
7601,7605,sysbus,cryptoacc_rngctrl,0x5C024000
7601,3119,IRQ,cryptoacc_rngctrl,nvic@0
7606,7607,is_at,itm,sysbus 0xE0000000
7608,7267,Tag,"<0x40004000, 0x40007FFF>",EMU_S
7609,7268,Tag,"<0x40008000, 0x4000BFFF>",CMU_S
7610,7379,Tag,"<0x4000C000, 0x4000FFFF>",HFXO0_S
7611,7270,Tag,"<0x40010000, 0x40013FFF>",HFRCO0_S
7612,7271,Tag,"<0x40018000, 0x4001BFFF>",FSRCO_S
7613,7272,Tag,"<0x4001C000, 0x4001FFFF>",DPLL0_S
7614,7274,Tag,"<0x40020000, 0x40023FFF>",LFXO_S
7615,7275,Tag,"<0x40024000, 0x40027FFF>",LFRCO_S
7616,7276,Tag,"<0x40028000, 0x4002BFFF>",ULFRCO_S
7617,7279,Tag,"<0x40030000, 0x40033FFF>",MSC_S
7618,7281,Tag,"<0x40034000, 0x40037FFF>",ICACHE0_S
7619,7282,Tag,"<0x40038000, 0x4003BFFF>",PRS_S
7620,7283,Tag,"<0x4003C000, 0x4003FFFF>",GPIO_S
7621,7285,Tag,"<0x40040000, 0x40043FFF>",LDMA_S
7288,7292,Tag,TIMER1_S,"<0x4004C000, 0x4004FFFF>"
7289,7293,Tag,TIMER2_S,"<0x40050000, 0x40053FFF>"
7295,7294,Tag,TIMER3_S,"<0x40054000, 0x40057FFF>"
7297,7296,Tag,TIMER4_S,"<0x40058000, 0x4005BFFF>"
7333,7298,Tag,USART0_S,"<0x4005C000, 0x4005FFFF>"
7335,7300,Tag,USART1_S,"<0x40060000, 0x40063FFF>"
7269,7302,Tag,BURTC_S,"<0x40064000, 0x40067FFF>"
7341,7304,Tag,I2C1_S,"<0x40068000, 0x4006BFFF>"
7317,7312,Tag,SYSCFG_S,"<0x40078000, 0x4007BFFF>"
7622,7314,Tag,SYSCFG2_S,"<0x4007C000, 0x4007FFFF>"
7319,7316,Tag,BURAM_S,"<0x40080000, 0x40083FFF>"
7321,7320,Tag,GPCRC_S,"<0x40088000, 0x4008BFFF>"
7329,7326,Tag,DCDC_S,"<0x40094000, 0x40097FFF>"
7623,7328,Tag,PDM_S,"<0x40098000, 0x4009BFFF>"
7624,7330,Tag,RFSENSE_S,"<0x4009C000, 0x4009FFFF>"
7351,7350,Tag,RADIOAES_S,"<0x44000000, 0x440007FF>"
7353,7352,Tag,SMU_S,"<0x44008000, 0x4400BFFF>"
7625,7354,Tag,SMU2_S,"<0x4400C000, 0x4400FFFF>"
7626,7627,Tag,RTCC_S,"<0x48000000, 0x48003FFF>"
7357,7628,Tag,LETIMER0_S,"<0x4A000000, 0x4A003FFF>"
7363,7629,Tag,IADC0_S,"<0x4A004000, 0x4A007FFF>"
7354,7625,Tag,"<0x4400C000, 0x4400FFFF>",SMU2_S
7627,7626,Tag,"<0x48000000, 0x48003FFF>",RTCC_S
7628,7357,Tag,"<0x4A000000, 0x4A003FFF>",LETIMER0_S
7629,7363,Tag,"<0x4A004000, 0x4A007FFF>",IADC0_S
7630,7381,Tag,"<0x4A010000, 0x4A013FFF>",I2C0_S
7631,7383,Tag,"<0x4A018000, 0x4A01BFFF>",WDOG0_S
7632,7633,Tag,"<0x4A030000, 0x4A033FFF>",EUART0_S
7634,7635,Tag,"<0x4C020000, 0x4C0207FF>",CRYPTOACC_S
7636,7637,Tag,"<0x4C021000, 0x4C02107F>",CRYPTOACC_RNGCTRL_S
7638,7639,Tag,"<0x4C022000, 0x4C02201F>",CRYPTOACC_PKCTRL_S
7640,7641,Tag,"<0x4C024000, 0x4C027FFF>",RNGOUT_FIFO_S
7642,7643,Tag,"<0x4C028000, 0x4C028FFF>",PKRAM_MAIN_S
7428,7517,Tag,"<0x5000C000, 0x5000FFFF>",HFXO0_NS
7432,7644,Tag,"<0x50018000, 0x5001BFFF>",FSRCO_NS
7645,7475,Tag,"<0x5005C000, 0x5005FFFF>",USART0_NS
7646,7477,Tag,"<0x50060000, 0x50063FFF>",USART1_NS
7647,7429,Tag,"<0x50064000, 0x50067FFF>",BURTC_NS
7648,7483,Tag,"<0x50068000, 0x5006BFFF>",I2C1_NS
7475,7645,has_tag,USART0_NS,"<0x5005C000, 0x5005FFFF>"
7477,7646,has_tag,USART1_NS,"<0x50060000, 0x50063FFF>"
7429,7647,has_tag,BURTC_NS,"<0x50064000, 0x50067FFF>"
7483,7648,has_tag,I2C1_NS,"<0x50068000, 0x5006BFFF>"
7649,7650,has_tag,SYSCFG_NS,"<0x50078000, 0x5007BFFF>"
7651,7652,has_tag,SYSCFG2_NS,"<0x5007C000, 0x5007FFFF>"
7653,7654,has_tag,BURAM_NS,"<0x50080000, 0x50083FFF>"
7655,7656,has_tag,GPCRC_NS,"<0x50088000, 0x5008BFFF>"
7471,7470,has_tag,DCDC_NS,"<0x50094000, 0x50097FFF>"
7657,7472,has_tag,PDM_NS,"<0x50098000, 0x5009BFFF>"
7658,7474,has_tag,RFSENSE_NS,"<0x5009C000, 0x5009FFFF>"
7492,7493,has_tag,RADIOAES_NS,"<0x54000000, 0x540007FF>"
7494,7495,has_tag,SMU_NS,"<0x54008000, 0x5400BFFF>"
7659,7497,has_tag,SMU2_NS,"<0x5400C000, 0x5400FFFF>"
7660,7661,has_tag,RTCC_NS,"<0x58000000, 0x58003FFF>"
7662,7514,has_tag,LETIMER0_NS,"<0x5A000000, 0x5A003FFF>"
7500,7516,has_tag,IADC0_NS,"<0x5A004000, 0x5A007FFF>"
7519,7663,has_tag,I2C0_NS,"<0x5A010000, 0x5A013FFF>"
7521,7664,has_tag,WDOG0_NS,"<0x5A018000, 0x5A01BFFF>"
7665,7666,has_tag,EUART0_NS,"<0x5A030000, 0x5A033FFF>"
7516,7500,is tagged as,"<0x5A004000, 0x5A007FFF>",IADC0_NS
7663,7519,is tagged as,"<0x5A010000, 0x5A013FFF>",I2C0_NS
7664,7521,is tagged as,"<0x5A018000, 0x5A01BFFF>",WDOG0_NS
7666,7665,is tagged as,"<0x5A030000, 0x5A033FFF>",EUART0_NS
7667,7668,is tagged as,"<0x5C020000, 0x5C0207FF>",CRYPTOACC_NS
7669,7670,is tagged as,"<0x5C021000, 0x5C02107F>",CRYPTOACC_RNGCTRL_NS
7671,7672,is tagged as,"<0x5C022000, 0x5C02201F>",CRYPTOACC3_PKCTRL_NS
7673,7674,is tagged as,"<0x5C024000, 0x5C027FFF>",RNGOUT_FIFO_NS
7675,7676,is tagged as,"<0x5C028000, 0x5C028FFF>",PKRAM_MAIN_NS
3185,7677,sysbus,i2c0,"<0x4B000000, +0x4000>"
3185,7678,sysbus,i2c0,"<0x5B000000, +0x4000>"
1709,7203,sysbus,usart0,"<0x4005C000, +0x4000>"
1709,7204,sysbus,usart0,"<0x5005C000, +0x4000>"
1709,7087,clockFrequency,usart0,39000000
1709,1564,ReceiveIRQ,usart0,nvic@9
1709,1567,TransmitIRQ,usart0,nvic@10
7679,7680,sysbus,eusart0,"<0x4B010000, +0x4000>"
7679,7681,sysbus,eusart0,"<0x5B010000, +0x4000>"
7679,7087,clockFrequency,eusart0,39000000
7679,1570,ReceiveIRQ,eusart0,nvic@11
7679,1573,TransmitIRQ,eusart0,nvic@12
7679,7682,RxFifoLevel,eusart0,ldma@0x00F0
7679,7578,RxFifoLevelGpioSignal,eusart0,gpioPort@0x1202
7679,7683,TxFifoLevel,eusart0,ldma@0x00F1
961,1576,->,ReceiveIRQ,nvic@13
963,1580,->,TransmitIRQ,nvic@14
7684,7088,->,RxFifoLevel,ldma@0x0100
7685,7089,->,RxFifoLevelGpioSignal,gpioPort@0x1203
7686,7090,->,TxFifoLevel,ldma@0x0101
7091,7687,has,Wireless.EFR32xG24_Radio,"sysbus new Bus.BusMultiRegistration { address: 0x40098000; size: 0x4000; region: ""hostmailbox"" }"
7091,7688,has,Wireless.EFR32xG24_Radio,"sysbus new Bus.BusMultiRegistration { address: 0x50098000; size: 0x4000; region: ""hostmailbox_ns"" }"
7091,7689,has,Wireless.EFR32xG24_Radio,"sysbus new Bus.BusMultiRegistration { address: 0xA8004000; size: 0x4000; region: ""frc"" }"
7091,7690,has,Wireless.EFR32xG24_Radio,"sysbus new Bus.BusMultiRegistration { address: 0xA800C000; size: 0x4000; region: ""agc"" }"
7091,7691,has,Wireless.EFR32xG24_Radio,"sysbus new Bus.BusMultiRegistration { address: 0xA8010000; size: 0x4000; region: ""crc"" }"
7091,7692,has,Wireless.EFR32xG24_Radio,"sysbus new Bus.BusMultiRegistration { address: 0xA8014000; size: 0x4000; region: ""modem"" }"
7091,7693,has,Wireless.EFR32xG24_Radio,"sysbus new Bus.BusMultiRegistration { address: 0xA8018000; size: 0x4000; region: ""synth"" }"
7091,7694,has,Wireless.EFR32xG24_Radio,"sysbus new Bus.BusMultiRegistration { address: 0xA801C000; size: 0x4000; region: ""protimer"" }"
7091,7695,has,Wireless.EFR32xG24_Radio,"sysbus new Bus.BusMultiRegistration { address: 0xA8020000; size: 0x4000; region: ""rac"" }"
888,7696,address,Bus.BusMultiRegistration,0xA8020000
888,7697,region,Bus.BusMultiRegistration,rac
888,7698,address,Bus.BusMultiRegistration,16777296
888,7699,size,Bus.BusMultiRegistration,4096
888,7700,address,Bus.BusMultiRegistration,1717986912
888,7701,address,Bus.BusMultiRegistration,1744830464
888,7702,address,Bus.BusMultiRegistration,4294967296
7116,1107,->,AutomaticGainControlIRQ,nvic@30
7117,1810,->,BufferControllerIRQ,nvic@31
7118,1612,->,FrameControllerPrioritizedIRQ,nvic@32
7119,1614,->,FrameControllerIRQ,nvic@33
7120,1616,->,ModulatorAndDemodulatorIRQ,nvic@34
7121,1618,->,ProtocolTimerIRQ,nvic@35
7122,1620,->,RadioControllerRadioStateMachineIRQ,nvic@36
7123,1622,->,RadioControllerSequencerIRQ,nvic@37
7124,1624,->,HostMailboxIRQ,nvic@38
7125,1628,->,SynthesizerIRQ,nvic@39
7582,7172,located_at,msc,Miscellaneous.SiLabs.EFR32xG2_MSC_3
7582,7173,sysbus,msc,"<0x40030000, +0x4000>"
7582,7174,sysbus,msc,"<0x50030000, +0x4000>"
41,41,located_at,cpu,cpu
600,4326,->,IRQ,nvic@50
7703,3762,located_at,flashSize,0x180000
7704,37,located_at,flashPageSize,0x2000
7002,7177,located_at,gpioPort,GPIOPort.EFR32xG2_GPIO_3
7002,7178,sysbus,gpioPort,"<0x4003C000, +0x4000>"
7002,7179,sysbus,gpioPort,"<0x5003C000, +0x4000>"
7561,7182,mode,bitclear,Miscellaneous.BitAccess
7563,848,address,bitset,0x1000
7563,7182,mode,bitset,Miscellaneous.BitAccess
7563,7184,mode,bitset,BitAccessMode.Set
47,7705,located_at,sram,Memory.MappedMemory @ sysbus 0x20000000
47,1330,size,sram,0x40000
7559,7706,located_at,seqram,Memory.MappedMemory @ {
7559,1280,sysbus,seqram,0xA0000000
7559,509,sysbus,seqram,0xB0000000
7559,7707,sysbus,seqram,new Bus.BusPointRegistration {
7559,540,address,seqram,0x0
7559,7190,cpu,seqram,seqcpu
7187,7706,located_at,frcram,Memory.MappedMemory @ {
7187,7185,sysbus,frcram,0xA0004000
7187,7186,sysbus,frcram,0xB0004000
7187,2146,new,frcram,Bus.BusPointRegistration
543,24,IRQControllers.NVIC,nvic,sysbus
543,7087,systickFrequency,nvic,39000000
7188,24,IRQControllers.NVIC,seqnvic,sysbus
7188,16,address,seqnvic,0xE000E000
7188,7190,cpu,seqnvic,seqcpu
7188,7189,->,seqnvic,seqcpu@0
7190,24,CPU.CortexM,seqcpu,sysbus
7190,7188,nvic,seqcpu,seqnvic
7190,2014,cpuType,seqcpu,cortex-m0+
7190,8,cpuId,seqcpu,1
7190,9,IsHalted,seqcpu,true
492,3571,Timers.EFR32xG2_TIMER_1,timer0,{
492,7708,sysbus,timer0,"<0x40048000,+0x4000>"
492,7709,sysbus,timer0,"<0x50048000,+0x4000>"
492,1442,frequency,timer0,20000000
492,5503,->,timer0,nvic@4
1160,7223,instance_of,timer1,Timers.EFR32_Timer
1160,1434,frequency,timer1,0x1000000
1160,7196,width,timer1,TimerWidth.Bit16
1160,543,connected_to,timer1,nvic
7222,7710,sysbus,wtimer1,0x4B008000
7222,7084,sysbus,wtimer1,+0x4000
7222,7711,sysbus,wtimer1,0x5B008000
7222,1111,->,wtimer1,nvic@43
538,7712,size,flash,0x17E000
7233,7084,sysbus,cmu,+0x4000
7239,7273,sysbus,lfxo,0x40020000
7239,7084,sysbus,lfxo,+0x4000
7239,7713,sysbus,lfxo,0x50020000
7239,7714,sysbus,lfxo,"<0x40020000, +0x4000>"
7239,7715,sysbus,lfxo,"<0x50020000, +0x4000>"
7592,7716,sysbus,hfrco0,"<0x40010000, +0x4000>"
7592,7717,sysbus,hfrco0,"<0x50010000, +0x4000>"
7238,7718,sysbus,dpll,"<0x4001C000, +0x4000>"
7238,7719,sysbus,dpll,"<0x5001C000, +0x4000>"
7720,7721,sysbus,lfrco,"<0x40024000, +0x4000>"
7720,7722,sysbus,lfrco,"<0x50024000, +0x4000>"
7237,7723,sysbus,hfxo,"<0x4A004000, +0x4000>"
7237,7724,sysbus,hfxo,"<0x5A004000, +0x4000>"
7725,7726,sysbus,prs,"<0x40038000, +0x4000>"
7725,7727,sysbus,prs,"<0x50038000, +0x4000>"
7237,7237,undefined,hfxo,hfxo
7253,7253,undefined,sysrtc,sysrtc
7259,4542,IRQ,radioaes,nvic@48
7606,234,sysbus,itm,0xE0000000
7725,7728,undefined,prs,Miscellaneous.SiLabs.EFR32xG2_PRS_3
7259,7260,undefined,radioaes,Miscellaneous.SiLabs.EFR32xG2_AES_1
7263,7264,undefined,flashuserdata,Miscellaneous.SiLabs.EFR32xG24_FlashUserData
7606,7729,undefined,itm,Miscellaneous.SiLabs.EFR32xG2_SLAB_ITM
484,7266,Tag,0x40000000,SCRATCHPAD_S
1657,7267,Tag,0x40004000,EMU_S
332,7268,Tag,0x40008000,CMU_S
2000,7270,Tag,0x40010000,HFRCO0_S
1738,7271,Tag,0x40018000,FSRCO_S
1632,7272,Tag,0x4001C000,DPLL0_S
7273,7274,Tag,0x40020000,LFXO_S
1644,7275,Tag,0x40024000,LFRCO_S
1710,7276,Tag,0x40028000,ULFRCO_S
1642,7279,Tag,0x40030000,MSC_S
7280,7281,Tag,0x40034000,ICACHE0_S
1711,7282,Tag,0x40038000,PRS_S
1713,7283,Tag,0x4003C000,GPIO_S
7284,7285,Tag,0x40040000,LDMA_S
1729,7286,Tag,0x40044000,LDMAXBAR_S
7191,7287,Tag,0x40048000,TIMER0_S
2196,7288,Tag,0x4004C000,TIMER1_S
1392,7289,Tag,0x40050000,TIMER2_S
1566,7295,Tag,0x40054000,TIMER3_S
2259,7297,Tag,0x40058000,TIMER4_S
7298,7333,Tag,"<0x4005C000, 0x4005FFFF>",USART0_S
7302,7269,Tag,"<0x40064000, 0x40067FFF>",BURTC_S
7304,7341,Tag,"<0x40068000, 0x4006BFFF>",I2C1_S
7312,7315,Tag,"<0x40078000, 0x4007BFFF>",SYSCFG_S_CFGNS
7314,7317,Tag,"<0x4007C000, 0x4007FFFF>",SYSCFG_S
7316,7319,Tag,"<0x40080000, 0x40083FFF>",BURAM_S
7326,7329,Tag,"<0x40094000, 0x40097FFF>",DCDC_S
7328,7331,Tag,"<0x40098000, 0x4009BFFF>",HOSTMAILBOX_S
7332,7323,Tag,"<0x400A0000, 0x400A3FFF>",EUSART1_S
7336,7339,Tag,"<0x400A8000, 0x400ABFFF>",SYSRTC0_S
7340,7278,Tag,"<0x400B0000, 0x400B3FFF>",KEYSCAN_S
7342,7730,Tag,"<0x400B4000, 0x400B7FFF>",DMEM_S
7731,7351,Tag,"<0x44000000, 0x44003FFF>",RADIOAES_S
7730,7342,Tag,DMEM_S,"<0x400B4000, 0x400B7FFF>"
7351,7731,Tag,RADIOAES_S,"<0x44000000, 0x44003FFF>"
7355,7354,Tag,SMU_S_CFGNS,"<0x4400C000, 0x4400FFFF>"
7357,7356,Tag,LETIMER0_S,"<0x49000000, 0x49003FFF>"
7363,7732,Tag,IADC0_S,"<0x49004000, 0x49007FFF>"
7365,7733,Tag,ACMP0_S,"<0x49008000, 0x4900BFFF>"
7367,7734,Tag,ACMP1_S,"<0x4900C000, 0x4900FFFF>"
7371,7735,Tag,VDAC0_S,"<0x49024000, 0x49027FFF>"
7373,7736,Tag,VDAC1_S,"<0x49028000, 0x4902BFFF>"
7375,7737,Tag,PCNT0_S,"<0x49030000, 0x49033FFF>"
7377,7628,Tag,HFRCOEM23_S,"<0x4A000000, 0x4A003FFF>"
